date,number_of_strikes,center_point_geom
2018-05-15,26,POINT(-81.9 28.1)
2018-05-15,25,POINT(-90.9 39.7)
2018-05-15,49,POINT(-96 34.6)
2018-05-15,53,POINT(-95.8 34.5)
2018-05-15,26,POINT(-82.4 28.4)
2018-05-15,62,POINT(-99.1 35.1)
2018-05-15,38,POINT(-77.5 27.1)
2018-05-15,135,POINT(-98 31.1)
2018-05-15,32,POINT(-92.5 36.7)
2018-05-15,26,POINT(-84 37.2)
2018-05-15,67,POINT(-98 37.3)
2018-05-15,23,POINT(-87 41.8)
2018-05-15,32,POINT(-85.7 40.5)
2018-05-15,58,POINT(-82.1 27.6)
2018-05-15,48,POINT(-81 25.7)
2018-05-15,87,POINT(-98.1 35.1)
2018-05-15,25,POINT(-88.9 37.5)
2018-05-15,38,POINT(-77.3 37)
2018-05-15,52,POINT(-76 24.1)
2018-05-15,39,POINT(-98.6 35.3)
2018-05-15,37,POINT(-76.4 40.5)
2018-05-15,75,POINT(-97.2 37)
2018-05-15,71,POINT(-96.1 38)
2018-05-15,28,POINT(-95.4 33.9)
2018-05-15,126,POINT(-95.1 37)
2018-05-15,74,POINT(-96.5 38.2)
2018-05-15,74,POINT(-91.3 37.6)
2018-05-15,35,POINT(-97.7 36.8)
2018-05-15,39,POINT(-97.2 34)
2018-05-15,28,POINT(-97.4 33.8)
2018-05-15,40,POINT(-74.5 40.9)
2018-05-15,59,POINT(-76.1 40.5)
2018-05-15,68,POINT(-96.2 36.8)
2018-05-15,34,POINT(-95.7 34.2)
2018-05-15,74,POINT(-101.4 27.8)
2018-05-15,34,POINT(-97.9 33.4)
2018-05-15,35,POINT(-99 35.1)
2018-05-15,50,POINT(-89 41.8)
2018-05-15,48,POINT(-103.8 37.3)
2018-05-15,38,POINT(-79.1 28)
2018-05-15,65,POINT(-94.9 34.1)
2018-05-15,31,POINT(-85.5 41)
2018-05-15,23,POINT(-81.9 37.4)
2018-05-15,35,POINT(-101 31.9)
2018-05-15,28,POINT(-91.9 36.7)
2018-05-15,91,POINT(-72.9 41.9)
2018-05-15,34,POINT(-77 40.3)
2018-05-15,78,POINT(-93.6 40.8)
2018-05-15,101,POINT(-96.1 37.3)
2018-05-15,61,POINT(-96.1 36.9)
2018-05-15,51,POINT(-95.7 36.3)
2018-05-15,44,POINT(-95.8 34.6)
2018-05-15,31,POINT(-81.6 26.6)
2018-05-15,34,POINT(-92.1 36.8)
2018-05-15,44,POINT(-75.6 41.7)
2018-05-15,63,POINT(-99.7 30.9)
2018-05-15,150,POINT(-100.8 31.2)
2018-05-15,28,POINT(-82.1 41.5)
2018-05-15,44,POINT(-96.2 34.1)
2018-05-15,37,POINT(-80.8 25.9)
2018-05-15,41,POINT(-75.3 40.5)
2018-05-15,23,POINT(-93.3 40.1)
2018-05-15,29,POINT(-98.1 35.5)
2018-05-15,45,POINT(-77.3 26.9)
2018-05-15,40,POINT(-77.3 40.1)
2018-05-15,66,POINT(-79.2 40.8)
2018-05-15,43,POINT(-95.5 36.2)
2018-05-15,26,POINT(-92.2 40.2)
2018-05-15,59,POINT(-76.2 40.5)
2018-05-15,29,POINT(-92.4 29.6)
2018-05-15,38,POINT(-93.2 38.2)
2018-05-15,36,POINT(-83.8 36.1)
2018-05-15,53,POINT(-96.2 37)
2018-05-15,155,POINT(-98 31.2)
2018-05-15,39,POINT(-101 32.1)
2018-05-15,29,POINT(-99.3 31.2)
2018-05-15,25,POINT(-94.2 40.2)
2018-05-15,49,POINT(-77.6 38.9)
2018-05-15,34,POINT(-78.5 22.1)
2018-05-15,78,POINT(-76.9 23.9)
2018-05-15,41,POINT(-96.6 38.3)
2018-05-15,35,POINT(-95.1 39.6)
2018-05-15,29,POINT(-78.8 40.5)
2018-05-15,25,POINT(-93.7 39.8)
2018-05-15,43,POINT(-78.1 41)
2018-05-15,25,POINT(-105.1 41.5)
2018-05-15,78,POINT(-96.8 37.1)
2018-05-15,66,POINT(-96.7 34.1)
2018-05-15,44,POINT(-93.6 40.6)
2018-05-15,40,POINT(-92.2 40.1)
2018-05-15,56,POINT(-76.9 41.6)
2018-05-15,65,POINT(-96.2 33.9)
2018-05-15,44,POINT(-79 40.7)
2018-05-15,46,POINT(-79.2 28)
2018-05-15,29,POINT(-98.1 37.4)
2018-05-15,43,POINT(-101.8 38.8)
2018-05-15,41,POINT(-73.4 41.9)
2018-05-15,80,POINT(-95.6 34.5)
2018-05-15,96,POINT(-88.6 39.6)
2018-05-15,31,POINT(-85.8 35.2)
2018-05-15,23,POINT(-79.8 24.8)
2018-05-15,29,POINT(-92.8 33.7)
2018-05-15,52,POINT(-82 27.8)
2018-05-15,37,POINT(-96.4 38.7)
2018-05-15,53,POINT(-74.4 40.9)
2018-05-15,93,POINT(-95.4 37.4)
2018-05-15,41,POINT(-76.9 40.6)
2018-05-15,74,POINT(-77 40)
2018-05-15,28,POINT(-101.8 25.9)
2018-05-15,156,POINT(-96.5 37)
2018-05-15,71,POINT(-88.7 37.5)
2018-05-15,70,POINT(-80.6 27.3)
2018-05-15,83,POINT(-98 37.5)
2018-05-15,67,POINT(-75.9 40.3)
2018-05-15,31,POINT(-100.5 22.9)
2018-05-15,23,POINT(-93.3 38.2)
2018-05-15,45,POINT(-93.6 40.7)
2018-05-15,54,POINT(-80 27.5)
2018-05-15,49,POINT(-77.4 25.4)
2018-05-15,102,POINT(-73.4 42)
2018-05-15,29,POINT(-90.5 37.1)
2018-05-15,35,POINT(-83.9 25.4)
2018-05-15,58,POINT(-78.5 27.1)
2018-05-15,36,POINT(-96.7 33.9)
2018-05-15,184,POINT(-79 27.5)
2018-05-15,32,POINT(-90.4 38.1)
2018-05-15,50,POINT(-95.9 34.9)
2018-05-15,46,POINT(-77.1 40.7)
2018-05-15,93,POINT(-99.8 31.6)
2018-05-15,43,POINT(-75.8 40.1)
2018-05-15,134,POINT(-100 31.5)
2018-05-15,33,POINT(-103.1 35.1)
2018-05-15,84,POINT(-97.6 37.3)
2018-05-15,36,POINT(-101.4 27.2)
2018-05-15,68,POINT(-78.2 25)
2018-05-15,40,POINT(-98.3 35.3)
2018-05-15,69,POINT(-96.5 37.8)
2018-05-15,46,POINT(-77.3 40.5)
2018-05-15,54,POINT(-92.1 31.6)
2018-05-15,31,POINT(-75.2 41.7)
2018-05-15,43,POINT(-95.7 36)
2018-05-15,45,POINT(-76.4 24.2)
2018-05-15,38,POINT(-99.5 31.4)
2018-05-15,37,POINT(-75.8 40.7)
2018-05-15,44,POINT(-103.3 37)
2018-05-15,50,POINT(-79.7 38.2)
2018-05-15,35,POINT(-95.2 35.7)
2018-05-15,88,POINT(-98.6 33.9)
2018-05-15,35,POINT(-97.4 33.9)
2018-05-15,23,POINT(-78.6 40.6)
2018-05-15,26,POINT(-92.2 37)
2018-05-15,46,POINT(-98.6 35.6)
2018-05-15,67,POINT(-85.1 41.4)
2018-05-15,96,POINT(-100.4 31.4)
2018-05-15,75,POINT(-98 31.9)
2018-05-15,53,POINT(-98.2 35.5)
2018-05-15,33,POINT(-91.7 31.4)
2018-05-15,33,POINT(-92.8 33.5)
2018-05-15,23,POINT(-80.2 27.2)
2018-05-15,49,POINT(-95.4 36.7)
2018-05-15,32,POINT(-78.7 40.7)
2018-05-15,28,POINT(-91.1 37.6)
2018-05-15,58,POINT(-95.2 35.6)
2018-05-15,23,POINT(-98.8 35.8)
2018-05-15,25,POINT(-93.4 38.4)
2018-05-15,35,POINT(-83.8 25.4)
2018-05-15,25,POINT(-100.9 33.8)
2018-05-15,103,POINT(-93.3 39.9)
2018-05-15,80,POINT(-95.8 33.9)
2018-05-15,29,POINT(-76.6 41.5)
2018-05-15,25,POINT(-75.8 41.7)
2018-05-15,158,POINT(-77.9 26.4)
2018-05-15,26,POINT(-94.8 35.2)
2018-05-15,61,POINT(-80.9 26.1)
2018-05-15,23,POINT(-79.1 41.2)
2018-05-15,49,POINT(-101.1 32)
2018-05-15,46,POINT(-81.1 27.1)
2018-05-15,122,POINT(-77.5 39.5)
2018-05-15,63,POINT(-92.2 37.2)
2018-05-15,34,POINT(-78.6 26.9)
2018-05-15,23,POINT(-76.4 23.4)
2018-05-15,124,POINT(-98 31.7)
2018-05-15,67,POINT(-98.9 35.6)
2018-05-15,25,POINT(-91.8 36.7)
2018-05-15,28,POINT(-90.3 36.9)
2018-05-15,23,POINT(-82.6 26.9)
2018-05-15,29,POINT(-98.3 35)
2018-05-15,29,POINT(-87.7 42.5)
2018-05-15,63,POINT(-96.2 37.6)
2018-05-15,32,POINT(-98.7 35.4)
2018-05-15,39,POINT(-100.6 22.9)
2018-05-15,232,POINT(-96.1 38.2)
2018-05-15,50,POINT(-99.2 25)
2018-05-15,43,POINT(-83.2 29.3)
2018-05-15,43,POINT(-97.6 37.4)
2018-05-15,36,POINT(-101.3 27.2)
2018-05-15,46,POINT(-77.3 41.5)
2018-05-15,39,POINT(-96.3 34.2)
2018-05-15,111,POINT(-77.8 39)
2018-05-15,69,POINT(-80.5 26.9)
2018-05-15,40,POINT(-87.5 42.5)
2018-05-15,25,POINT(-103.2 37.3)
2018-05-15,44,POINT(-80.7 25.9)
2018-05-15,31,POINT(-76.7 40.6)
2018-05-15,28,POINT(-87.2 41.7)
2018-05-15,54,POINT(-76.6 40.2)
2018-05-15,37,POINT(-76.1 23.6)
2018-05-15,48,POINT(-102.9 34.8)
2018-05-15,26,POINT(-77.8 25.5)
2018-05-15,93,POINT(-97 36.9)
2018-05-15,57,POINT(-77.1 23.6)
2018-05-15,36,POINT(-96 37)
2018-05-15,32,POINT(-83.4 36.4)
2018-05-15,85,POINT(-73.1 42)
2018-05-15,50,POINT(-78.3 21.9)
2018-05-15,36,POINT(-80 37.4)
2018-05-15,34,POINT(-96.1 36.7)
2018-05-15,23,POINT(-91.3 41.3)
2018-05-15,29,POINT(-104.2 35.3)
2018-05-15,52,POINT(-95.5 36.3)
2018-05-15,81,POINT(-96.2 36.9)
2018-05-15,76,POINT(-81 28.8)
2018-05-15,74,POINT(-96.1 34)
2018-05-15,53,POINT(-95.6 37.8)
2018-05-15,28,POINT(-92.9 38)
2018-05-15,26,POINT(-80.8 37.8)
2018-05-15,81,POINT(-83.5 25.9)
2018-05-15,43,POINT(-79.2 28.8)
2018-05-15,35,POINT(-102.1 42)
2018-05-15,40,POINT(-97.4 37.5)
2018-05-15,55,POINT(-97.4 37.2)
2018-05-15,74,POINT(-96.3 34.1)
2018-05-15,63,POINT(-92 30.7)
2018-05-15,32,POINT(-103 37.9)
2018-05-15,82,POINT(-78.8 22.3)
2018-05-15,25,POINT(-78.6 27.1)
2018-05-15,48,POINT(-96.5 36.8)
2018-05-15,23,POINT(-100.2 31.3)
2018-05-15,29,POINT(-94.7 37.2)
2018-05-15,40,POINT(-102.2 40.9)
2018-05-15,41,POINT(-79.7 26.7)
2018-05-15,25,POINT(-81.7 27.4)
2018-05-15,84,POINT(-96.3 38)
2018-05-15,23,POINT(-96.4 34.5)
2018-05-15,123,POINT(-95.9 33.7)
2018-05-15,23,POINT(-77 24)
2018-05-15,96,POINT(-97.2 37.6)
2018-05-15,59,POINT(-81.4 27.3)
2018-05-15,48,POINT(-95.8 37.7)
2018-05-15,39,POINT(-74.1 41.7)
2018-05-15,39,POINT(-89 37.2)
2018-05-15,41,POINT(-95.7 37.4)
2018-05-15,73,POINT(-79.1 28.7)
2018-05-15,144,POINT(-101.3 28.2)
2018-05-15,35,POINT(-96.7 33.8)
2018-05-15,49,POINT(-95.9 36.4)
2018-05-15,29,POINT(-83.6 26.1)
2018-05-15,31,POINT(-95.9 34)
2018-05-15,43,POINT(-95.9 37.6)
2018-05-15,55,POINT(-77.6 25.4)
2018-05-15,37,POINT(-95.8 36.5)
2018-05-15,23,POINT(-102.5 41)
2018-05-15,45,POINT(-80.2 28.6)
2018-05-15,72,POINT(-95.6 33.5)
2018-05-15,85,POINT(-81.5 28.9)
2018-05-15,69,POINT(-98.7 33.9)
2018-05-15,45,POINT(-94.7 37.3)
2018-05-15,112,POINT(-98.2 31.6)
2018-05-15,23,POINT(-80.8 22.9)
2018-05-15,29,POINT(-80.9 28.8)
2018-05-15,25,POINT(-80.7 26.6)
2018-05-15,72,POINT(-98.6 35)
2018-05-15,99,POINT(-92.6 33.7)
2018-05-15,90,POINT(-95.1 36.9)
2018-05-15,33,POINT(-98 30.5)
2018-05-15,49,POINT(-90.4 33.2)
2018-05-15,112,POINT(-95.7 34.7)
2018-05-15,47,POINT(-98.1 35.3)
2018-05-15,29,POINT(-78.8 40.8)
2018-05-15,26,POINT(-98.7 34.9)
2018-05-15,75,POINT(-97.3 37.2)
2018-05-15,35,POINT(-99.6 30.5)
2018-05-15,44,POINT(-95.4 36.2)
2018-05-15,62,POINT(-76.6 40.1)
2018-05-15,56,POINT(-96.4 34.1)
2018-05-15,23,POINT(-99.6 30.6)
2018-05-15,29,POINT(-101.1 31.8)
2018-05-15,56,POINT(-100.8 31.4)
2018-05-15,36,POINT(-92.1 37.3)
2018-05-15,52,POINT(-99 35.4)
2018-05-15,28,POINT(-75.6 40.6)
2018-05-15,57,POINT(-91.1 37.8)
2018-05-15,28,POINT(-95.6 38)
2018-05-15,28,POINT(-78.5 28)
2018-05-15,43,POINT(-98.9 35.3)
2018-05-15,54,POINT(-92 37.7)
2018-05-15,53,POINT(-102.9 34.9)
2018-05-15,58,POINT(-93.2 38.4)
2018-05-15,25,POINT(-97.2 34.5)
2018-05-15,26,POINT(-90.8 37.6)
2018-05-15,178,POINT(-97.1 37.4)
2018-05-15,23,POINT(-104.3 35.3)
2018-05-15,23,POINT(-79.4 27.1)
2018-05-15,28,POINT(-77.3 41.4)
2018-05-15,83,POINT(-101.5 27.9)
2018-05-15,25,POINT(-86.3 41.6)
2018-05-15,34,POINT(-75.1 40.9)
2018-05-15,67,POINT(-76 40.4)
2018-05-15,52,POINT(-100.4 22.9)
2018-05-15,38,POINT(-83.1 26)
2018-05-15,37,POINT(-96.5 37.6)
2018-05-15,28,POINT(-77 40.7)
2018-05-15,23,POINT(-89.8 39.9)
2018-05-15,41,POINT(-101.1 32.6)
2018-05-15,23,POINT(-80.8 27.7)
2018-05-15,45,POINT(-88.5 37.8)
2018-05-15,82,POINT(-92.3 40.2)
2018-05-15,36,POINT(-76.4 41.7)
2018-05-15,81,POINT(-99.9 31.4)
2018-05-15,32,POINT(-77.4 37)
2018-05-15,60,POINT(-82 37.3)
2018-05-15,33,POINT(-77.2 40.4)
2018-05-15,146,POINT(-96.5 38)
2018-05-15,113,POINT(-96.6 37.8)
2018-05-15,29,POINT(-97.7 34.6)
2018-05-15,48,POINT(-73.5 42.1)
2018-05-15,31,POINT(-90.9 37.1)
2018-05-15,60,POINT(-104 35.2)
2018-05-15,44,POINT(-75.4 40.5)
2018-05-15,216,POINT(-100.5 31.3)
2018-05-15,29,POINT(-86.5 41.2)
2018-05-15,144,POINT(-100.4 31.2)
2018-05-15,33,POINT(-81.3 29.3)
2018-05-15,50,POINT(-94.9 38)
2018-05-15,29,POINT(-76.8 37.7)
2018-05-15,36,POINT(-98.4 35.7)
2018-05-15,26,POINT(-91.4 37.2)
2018-05-15,36,POINT(-76.4 23.3)
2018-05-15,57,POINT(-79 28.7)
2018-05-15,28,POINT(-75.6 40.5)
2018-05-15,25,POINT(-80.4 40.8)
2018-05-15,50,POINT(-97.5 35.1)
2018-05-15,56,POINT(-95.6 35.9)
2018-05-15,92,POINT(-79 28.3)
2018-05-15,31,POINT(-102.7 42)
2018-05-15,40,POINT(-78 26.4)
2018-05-15,60,POINT(-95.6 33.7)
2018-05-15,25,POINT(-104.1 36.4)
2018-05-15,25,POINT(-84 39.8)
2018-05-15,219,POINT(-80.6 27.4)
2018-05-15,40,POINT(-95.5 37.8)
2018-05-15,33,POINT(-85.7 22.5)
2018-05-15,32,POINT(-78.8 40.7)
2018-05-15,31,POINT(-99.7 31.5)
2018-05-15,55,POINT(-99.8 35.1)
2018-05-15,29,POINT(-97.8 37.6)
2018-05-15,139,POINT(-101.3 28.3)
2018-05-15,47,POINT(-92.3 29.6)
2018-05-15,48,POINT(-76.6 23.8)
2018-05-15,25,POINT(-74.5 41.1)
2018-05-15,50,POINT(-80.4 26.1)
2018-05-15,68,POINT(-98.5 37.4)
2018-05-15,56,POINT(-78.4 40.8)
2018-05-15,23,POINT(-76.2 24.2)
2018-05-15,47,POINT(-100.3 31.3)
2018-05-15,67,POINT(-93.1 38.4)
2018-05-15,44,POINT(-75.8 40.6)
2018-05-15,23,POINT(-95.6 35.8)
2018-05-15,230,POINT(-97.8 37.2)
2018-05-15,54,POINT(-77.1 40)
2018-05-15,160,POINT(-99.6 30.8)
2018-05-15,26,POINT(-101.1 28.2)
2018-05-15,23,POINT(-101.1 31.5)
2018-05-15,39,POINT(-77.1 41.4)
2018-05-15,29,POINT(-99.3 35.5)
2018-05-15,33,POINT(-95.1 37.2)
2018-05-15,35,POINT(-97 37.2)
2018-05-15,160,POINT(-76.9 40)
2018-05-15,82,POINT(-96.9 37.3)
2018-05-15,49,POINT(-98.2 37.5)
2018-05-15,98,POINT(-96.7 38)
2018-05-15,83,POINT(-76.8 40.3)
2018-05-15,53,POINT(-95.6 36.7)
2018-05-15,50,POINT(-92.4 36.8)
2018-05-15,59,POINT(-99 35.6)
2018-05-15,33,POINT(-76.5 40.4)
2018-05-15,28,POINT(-101.1 33.8)
2018-05-15,31,POINT(-91.8 31.2)
2018-05-15,32,POINT(-74.7 40.6)
2018-05-15,40,POINT(-97.9 34.1)
2018-05-15,312,POINT(-98.1 31.4)
2018-05-15,37,POINT(-97.3 34.6)
2018-05-15,48,POINT(-79.9 27.8)
2018-05-15,44,POINT(-78.3 41)
2018-05-15,32,POINT(-98.6 23.5)
2018-05-15,36,POINT(-101 32.6)
2018-05-15,35,POINT(-76.6 40.7)
2018-05-15,35,POINT(-95.3 35.6)
2018-05-15,51,POINT(-99.3 35.3)
2018-05-15,72,POINT(-96.2 37.2)
2018-05-15,34,POINT(-95.5 35.8)
2018-05-15,33,POINT(-100 35.2)
2018-05-15,33,POINT(-103.2 35.1)
2018-05-15,41,POINT(-77.8 26.4)
2018-05-15,77,POINT(-95.5 37.6)
2018-05-15,32,POINT(-98.5 34.7)
2018-05-15,42,POINT(-103.3 35.1)
2018-05-15,56,POINT(-77 40.2)
2018-05-15,357,POINT(-99.5 31)
2018-05-15,41,POINT(-80.8 24.9)
2018-05-15,47,POINT(-96.3 37.9)
2018-05-15,85,POINT(-99.8 31.5)
2018-05-15,86,POINT(-99.3 31)
2018-05-15,90,POINT(-96.3 37.7)
2018-05-15,43,POINT(-78.9 28.6)
2018-05-15,146,POINT(-77.3 39.6)
2018-05-15,59,POINT(-99.9 31.1)
2018-05-15,34,POINT(-75.9 40.8)
2018-05-15,57,POINT(-92 30.6)
2018-05-15,35,POINT(-83 26.5)
2018-05-15,54,POINT(-96.4 37.7)
2018-05-15,34,POINT(-101.7 27.8)
2018-05-15,76,POINT(-76.8 40.2)
2018-05-15,37,POINT(-103 35)
2018-05-15,153,POINT(-77.2 39.8)
2018-05-15,73,POINT(-98 37.4)
2018-05-15,63,POINT(-76.7 40)
2018-05-15,75,POINT(-98.8 35.6)
2018-05-15,28,POINT(-91.4 30.5)
2018-05-15,36,POINT(-76.2 23.8)
2018-05-15,37,POINT(-96.5 33.9)
2018-05-15,133,POINT(-97.7 37.2)
2018-05-15,46,POINT(-82.7 26.8)
2018-05-15,33,POINT(-76.3 40.3)
2018-05-15,44,POINT(-82 28.2)
2018-05-15,34,POINT(-98.2 31.3)
2018-05-15,34,POINT(-76.5 24)
2018-05-15,41,POINT(-101 31.3)
2018-05-15,37,POINT(-93.7 40.4)
2018-05-15,33,POINT(-95 37)
2018-05-15,23,POINT(-80.8 29)
2018-05-15,41,POINT(-95.3 36.8)
2018-05-15,61,POINT(-99.3 25)
2018-05-15,23,POINT(-101 33.7)
2018-05-15,39,POINT(-96.2 37.8)
2018-05-15,25,POINT(-98.5 33.8)
2018-05-15,54,POINT(-99.9 31.5)
2018-05-15,50,POINT(-98 36.8)
2018-05-15,37,POINT(-98 36.9)
2018-05-15,47,POINT(-87.4 42.5)
2018-05-15,41,POINT(-73.9 41.9)
2018-05-15,49,POINT(-76.1 41.8)
2018-05-15,41,POINT(-82 23.5)
2018-05-15,31,POINT(-81.9 23.7)
2018-05-15,33,POINT(-96 36.8)
2018-05-15,31,POINT(-97.1 34.8)
2018-05-15,34,POINT(-81.9 37.1)
2018-05-15,100,POINT(-95 37.5)
2018-05-15,40,POINT(-96.9 38.3)
2018-05-15,45,POINT(-78.9 40.7)
2018-05-15,83,POINT(-78.8 38.6)
2018-05-15,62,POINT(-95.2 37)
2018-05-15,31,POINT(-92.3 40.1)
2018-05-15,31,POINT(-98.2 36.7)
2018-05-15,47,POINT(-99.8 30.9)
2018-05-15,89,POINT(-77.4 26.4)
2018-05-15,86,POINT(-95.8 33.8)
2018-05-15,49,POINT(-96.4 33.8)
2018-05-15,31,POINT(-100.9 38.6)
2018-05-15,39,POINT(-98.1 36.9)
2018-05-15,37,POINT(-104.1 37.4)
2018-05-15,35,POINT(-96.4 33.9)
2018-05-15,35,POINT(-75.1 41)
2018-05-15,40,POINT(-82.3 29.6)
2018-05-15,36,POINT(-79.2 24.4)
2018-05-15,74,POINT(-77.7 26.7)
2018-05-15,58,POINT(-83.6 25.9)
2018-05-15,28,POINT(-82.4 31.1)
2018-05-15,68,POINT(-73.3 41.9)
2018-05-15,111,POINT(-73 42)
2018-05-15,54,POINT(-96.1 37)
2018-05-15,26,POINT(-89 39.8)
2018-05-15,42,POINT(-74.4 41)
2018-05-15,214,POINT(-100.4 31.5)
2018-05-15,68,POINT(-77 39.8)
2018-05-15,85,POINT(-96 38.2)
2018-05-15,42,POINT(-97.9 33.5)
2018-05-15,29,POINT(-81.8 21.4)
2018-05-15,25,POINT(-92.2 36.9)
2018-05-15,33,POINT(-97.7 37)
2018-05-15,146,POINT(-97.4 37.4)
2018-05-15,29,POINT(-80.8 25)
2018-05-15,43,POINT(-97.7 34.9)
2018-05-15,34,POINT(-97 33.8)
2018-05-15,29,POINT(-82.6 36)
2018-05-15,25,POINT(-92.5 36.5)
2018-05-15,51,POINT(-96.1 34.6)
2018-05-15,35,POINT(-96.4 39.1)
2018-05-15,31,POINT(-98.7 23.5)
2018-05-15,114,POINT(-91.5 41.1)
2018-05-15,56,POINT(-78.5 26.9)
2018-05-15,25,POINT(-99 35)
2018-05-15,45,POINT(-89.8 41)
2018-05-15,89,POINT(-81.3 27.2)
2018-05-15,31,POINT(-78.2 24.9)
2018-05-15,46,POINT(-99.8 30.6)
2018-05-15,122,POINT(-99.5 30.7)
2018-05-15,82,POINT(-97.2 37.1)
2018-05-15,42,POINT(-97.2 37.2)
2018-05-15,32,POINT(-81.5 28.1)
2018-05-15,108,POINT(-95.3 34.2)
2018-05-15,26,POINT(-91.7 31.6)
2018-05-15,377,POINT(-100.5 31.2)
2018-05-15,28,POINT(-89.2 41.9)
2018-05-15,47,POINT(-95.7 37.8)
2018-05-15,61,POINT(-96 38.3)
2018-05-15,40,POINT(-96.3 37.2)
2018-05-15,26,POINT(-102.2 42.1)
2018-05-15,99,POINT(-80.6 26.1)
2018-05-15,33,POINT(-94.7 37.5)
2018-05-15,36,POINT(-83.5 36.3)
2018-05-15,61,POINT(-80.5 27.5)
2018-05-15,97,POINT(-100.6 31.3)
2018-05-15,143,POINT(-77.2 39.7)
2018-05-15,23,POINT(-93.8 40.4)
2018-05-15,62,POINT(-91.6 37.8)
2018-05-15,33,POINT(-75.6 40.8)
2018-05-15,60,POINT(-100 35)
2018-05-15,28,POINT(-96.3 37.3)
2018-05-15,32,POINT(-83.7 41.3)
2018-05-15,61,POINT(-78.9 27.5)
2018-05-15,32,POINT(-75.4 41.7)
2018-05-15,23,POINT(-96 38.4)
2018-05-15,45,POINT(-81.9 21.3)
2018-05-15,40,POINT(-82 28.3)
2018-05-15,61,POINT(-99.3 24.9)
2018-05-15,67,POINT(-81.1 28.7)
2018-05-15,54,POINT(-91.2 36.9)
2018-05-15,72,POINT(-80.8 26)
2018-05-15,39,POINT(-75.7 40.4)
2018-05-15,32,POINT(-100.8 38.6)
2018-05-15,140,POINT(-96 34.8)
2018-05-15,97,POINT(-101.3 28.4)
2018-05-15,38,POINT(-91 37.6)
2018-05-15,28,POINT(-88.8 39.8)
2018-05-15,88,POINT(-100.9 31.4)
2018-05-15,36,POINT(-82.7 30.4)
2018-05-15,43,POINT(-77.5 40.9)
2018-05-15,25,POINT(-75 41)
2018-05-15,80,POINT(-97.2 34.7)
2018-05-15,51,POINT(-75.6 41.8)
2018-05-15,25,POINT(-77.2 41.4)
2018-05-15,50,POINT(-100.1 31.4)
2018-05-15,36,POINT(-74 42.1)
2018-05-15,91,POINT(-95.4 34.3)
2018-05-15,83,POINT(-95.8 33.7)
2018-05-15,74,POINT(-98.6 23.4)
2018-05-15,60,POINT(-79.1 28.3)
2018-05-15,75,POINT(-95.1 37.5)
2018-05-15,35,POINT(-82 23.7)
2018-05-15,70,POINT(-96 33.9)
2018-05-15,33,POINT(-98.1 35)
2018-05-15,70,POINT(-97.8 35)
2018-05-15,28,POINT(-72.3 41.9)
2018-05-15,33,POINT(-95.6 39.5)
2018-05-15,26,POINT(-94.7 39.6)
2018-05-15,62,POINT(-81.5 28.3)
2018-05-15,130,POINT(-96.1 33.9)
2018-05-15,41,POINT(-95.3 37.3)
2018-05-15,136,POINT(-92 40.1)
2018-05-15,28,POINT(-75.9 40.7)
2018-05-15,26,POINT(-74.3 41)
2018-05-15,77,POINT(-98.5 34)
2018-05-15,29,POINT(-77.7 21.4)
2018-05-15,34,POINT(-93.5 39.9)
2018-05-15,23,POINT(-76.9 41.7)
2018-05-15,89,POINT(-91.4 37.6)
2018-05-15,44,POINT(-95.9 36.2)
2018-05-15,23,POINT(-76.6 39.5)
2018-05-15,36,POINT(-104 37.3)
2018-05-15,23,POINT(-100.6 22.7)
2018-05-15,59,POINT(-95.9 39.3)
2018-05-15,52,POINT(-97.1 33.8)
2018-05-15,119,POINT(-96.8 37.4)
2018-05-15,31,POINT(-97.6 34)
2018-05-15,69,POINT(-88.6 39.7)
2018-05-15,34,POINT(-78.8 22.4)
2018-05-15,33,POINT(-93.2 39.8)
2018-05-15,62,POINT(-95.6 37.7)
2018-05-15,23,POINT(-97.9 36.7)
2018-05-15,25,POINT(-81.3 26.7)
2018-05-15,28,POINT(-77.7 26.6)
2018-05-15,65,POINT(-76 24)
2018-05-15,55,POINT(-99.3 31.1)
2018-05-15,39,POINT(-97.3 36.8)
2018-05-15,23,POINT(-103.4 37)
2018-05-15,61,POINT(-97.5 34.8)
2018-05-15,37,POINT(-91.4 37.9)
2018-05-15,31,POINT(-76.4 40.2)
2018-05-15,44,POINT(-95.1 35.7)
2018-05-15,62,POINT(-96.4 37.8)
2018-05-15,226,POINT(-98.1 30.9)
2018-05-15,108,POINT(-98.8 33.8)
2018-05-15,126,POINT(-81 28.5)
2018-05-15,55,POINT(-79.2 27.6)
2018-05-15,53,POINT(-93.6 40.5)
2018-05-15,70,POINT(-97.8 37.4)
2018-05-15,107,POINT(-81.3 27.3)
2018-05-15,84,POINT(-89.7 41)
2018-05-15,108,POINT(-101.2 28.1)
2018-05-15,44,POINT(-79 27.3)
2018-05-15,26,POINT(-95.2 35.5)
2018-05-15,68,POINT(-98.8 23.1)
2018-05-15,117,POINT(-97.1 34.7)
2018-05-15,117,POINT(-99.3 30.9)
2018-05-15,29,POINT(-90.4 34.1)
2018-05-15,57,POINT(-99.3 30.6)
2018-05-15,35,POINT(-79.2 27.5)
2018-05-15,23,POINT(-76.7 23.2)
2018-05-15,36,POINT(-78.3 40.8)
2018-05-15,50,POINT(-83.2 29.2)
